hole_uid,source_id,native_id,company,project,jurisdiction,lat,lon,easting,northing,utm_zone,utm_hemi,datum,elev_m,azimuth,dip,depth_m,year_drilled,has_assay,assay_flags,report_ref,url
gov:nb:J-3,gov:nb,J-3,,Yes,New Brunswick,45.84653633490803,-64.87521325266148,,,,,NAD83,,225.0,-45.0,44.196000000000005,1969.0,0,,470644,
gov:nb:J-4,gov:nb,J-4,,Yes,New Brunswick,45.84998708484713,-64.84991233896052,,,,,NAD83,,210.0,-45.0,34.1376,1969.0,0,,470644,
gov:nb:I-1,gov:nb,I-1,,Yes,New Brunswick,45.86616232537497,-64.78878918017523,,,,,NAD83,,157.0,-45.0,20.7264,1969.0,0,,470645,
gov:nb:DEM93-2,gov:nb,DEM93-2,,Yes,New Brunswick,45.86501419037159,-64.64838800699694,,,,,NAD83,,,-90.0,41.1,1993.0,0,,474389,
gov:nb:DEM93-3,gov:nb,DEM93-3,,Yes,New Brunswick,45.86645575602064,-64.64904833496867,,,,,NAD83,,,-90.0,43.9,1993.0,0,,474389,
gov:nb:DEM93-4,gov:nb,DEM93-4,,Yes,New Brunswick,45.865195059914996,-64.647338629621,,,,,NAD83,,,-90.0,43.9,1993.0,0,,474389,
gov:nb:DEM93-5,gov:nb,DEM93-5,,Yes,New Brunswick,45.866223690220984,-64.64695648226994,,,,,NAD83,,,-90.0,111.9,1993.0,0,,474389,
gov:nb:DEM93-6,gov:nb,DEM93-6,,Yes,New Brunswick,45.854131180562796,-64.64101147020341,,,,,NAD83,,,-90.0,62.2,1993.0,0,,474389,
gov:nb:DEM93-7,gov:nb,DEM93-7,,Yes,New Brunswick,45.8670611719989,-64.64699290577038,,,,,NAD83,,,-90.0,101.8,1993.0,0,,474389,
gov:nb:DEM93-8,gov:nb,DEM93-8,,Yes,New Brunswick,45.85316955056543,-64.63998770015682,,,,,NAD83,,,-90.0,59.1,1993.0,0,,474389,
gov:nb:CHCR-35,gov:nb,CHCR-35,,Yes,New Brunswick,45.7922491733628,-64.67727413370338,,,,,NAD83,,,-90.0,24.384,1975.0,0,,TR 75-11,
gov:nb:CHCR-36,gov:nb,CHCR-36,,Yes,New Brunswick,45.79068692615331,-64.67917770296876,,,,,NAD83,,,-90.0,22.86,1975.0,0,,TR 75-13,
gov:nb:CHCR-37,gov:nb,CHCR-37,,Yes,New Brunswick,45.7926714428872,-64.67835371004274,,,,,NAD83,,,-89.0,57.607200000000006,1975.0,0,,TR 75-10,
gov:nb:CHCR-40,gov:nb,CHCR-40,,Yes,New Brunswick,45.79364855669157,-64.67587750313974,,,,,NAD83,,,-90.0,22.555200000000003,1975.0,0,,TR 75-11,
gov:nb:SH-32,gov:nb,SH-32,,Yes,New Brunswick,45.767361533955444,-64.65075386660274,,,,,NAD83,,,-90.0,30.1752,1975.0,0,,TR 75-15,
gov:nb:SH-33,gov:nb,SH-33,,Yes,New Brunswick,45.76586958593775,-64.6530792947011,,,,,NAD83,,,-90.0,26.822400000000002,1975.0,0,,TR 75-16,
gov:nb:SH-34,gov:nb,SH-34,,Yes,New Brunswick,45.763955512312045,-64.65490430831727,,,,,NAD83,,,-88.0,25.6032,1975.0,0,,TR 75-14,
gov:nb:59025,gov:nb,59025,,Yes,New Brunswick,45.792349138948346,-65.494706893612,,,,,NAD83,,,-90.0,25.908,1976.0,0,,470672,
gov:nb:59053,gov:nb,59053,,Yes,New Brunswick,45.87486717527859,-65.44296015685879,,,,,NAD83,,280.0,-45.0,52.1208,1978.0,0,,472205,
gov:nb:59072,gov:nb,59072,,Yes,New Brunswick,45.978841556863095,-65.33203435837184,,,,,NAD83,,165.0,-85.0,36.576,1979.0,0,,472377,
gov:nb:59073,gov:nb,59073,,Yes,New Brunswick,45.98752451599572,-65.33466490475939,,,,,NAD83,,165.0,-85.0,51.816,1979.0,0,,472377,
gov:nb:SA-91-068,gov:nb,SA-91-068,,Yes,New Brunswick,45.97565146571448,-65.3762248644695,,,,,NAD83,,,-90.0,56.39,1992.0,0,,474161,
gov:nb:SA-91-069,gov:nb,SA-91-069,,Yes,New Brunswick,45.974410654814875,-65.37449500056981,,,,,NAD83,,,-90.0,83.82000000000001,1992.0,0,,474161,
gov:nb:SA-91-070,gov:nb,SA-91-070,,Yes,New Brunswick,45.97590449323008,-65.37269657387566,,,,,NAD83,,,-90.0,99.06,1992.0,0,,474161,
gov:nb:SA-91-071,gov:nb,SA-91-071,,Yes,New Brunswick,45.9774388205647,-65.37498831987742,,,,,NAD83,,,-90.0,59.44,1992.0,0,,474161,
gov:nb:SA-91-072,gov:nb,SA-91-072,,Yes,New Brunswick,45.97904521821254,-65.37365213150318,,,,,NAD83,,,-90.0,80.16,1992.0,0,,474161,
gov:nb:SA-91-073,gov:nb,SA-91-073,,Yes,New Brunswick,45.977463067501276,-65.37107740718282,,,,,NAD83,,,-90.0,131.37,1992.0,0,,474161,
gov:nb:SA-91-074,gov:nb,SA-91-074,,No,New Brunswick,45.98048570521524,-65.37191915026388,,,,,NAD83,,,-90.0,102.11,1992.0,0,,474161,
gov:nb:SA-91-075,gov:nb,SA-91-075,,No,New Brunswick,45.9789681546136,-65.36951086608822,,,,,NAD83,,,-90.0,153.92000000000002,1992.0,0,,474161,
gov:nb:SA-91-076,gov:nb,SA-91-076,,No,New Brunswick,45.98198952196432,-65.37022350440016,,,,,NAD83,,,-90.0,126.49000000000001,1992.0,0,,474161,
gov:nb:SA-91-077,gov:nb,SA-91-077,,No,New Brunswick,45.98283047653277,-65.37154864381165,,,,,NAD83,,,-90.0,86.87,1992.0,0,,474161,
gov:nb:SA-91-078,gov:nb,SA-91-078,,Yes,New Brunswick,45.98164760364945,-65.37203742139697,,,,,NAD83,,,-90.0,99.06,1992.0,0,,474161,
gov:nb:SA-91-079,gov:nb,SA-91-079,,Yes,New Brunswick,45.98106958931257,-65.37091343759538,,,,,NAD83,,,-90.0,117.35000000000001,1992.0,0,,474161,
gov:nb:SA-91-080,gov:nb,SA-91-080,,Yes,New Brunswick,45.98082942869145,-65.3730091878349,,,,,NAD83,,,-90.0,74.68,1992.0,0,,474161,
gov:nb:SA-91-081,gov:nb,SA-91-081,,Yes,New Brunswick,45.98014503677782,-65.37386204460387,,,,,NAD83,,,-90.0,68.58,1992.0,0,,474161,
gov:nb:M-80-001,gov:nb,M-80-001,,Yes,New Brunswick,45.98287976864629,-64.28626959982218,,,,,NAD83,,,-90.0,137.16,1980.0,0,,472610,
gov:nb:M-80-002,gov:nb,M-80-002,,Yes,New Brunswick,45.981651526015376,-64.30089264234707,,,,,NAD83,,,-90.0,24.384,1980.0,0,,472610,
gov:nb:M-80-003,gov:nb,M-80-003,,Yes,New Brunswick,46.00095409476171,-64.27907606045144,,,,,NAD83,,,-90.0,76.2,1980.0,0,,472610,
gov:nb:MV-95-001,gov:nb,MV-95-001,,Yes,New Brunswick,45.97986445150957,-64.36966078207595,,,,,NAD83,,,-90.0,111.25,1996.0,0,,474676,
gov:nb:MV-95-002,gov:nb,MV-95-002,,Yes,New Brunswick,45.98423482491629,-64.371893460431,,,,,NAD83,,,-90.0,245.36,1996.0,0,,474676,
gov:nb:CA-72-005,gov:nb,CA-72-005,,Yes,New Brunswick,45.97424136996713,-64.36014572790116,,,,,NAD83,,,-90.0,39.0144,1972.0,0,,470655,
gov:nb:CA-72-001,gov:nb,CA-72-001,,Yes,New Brunswick,45.98580312574067,-64.35191380388616,,,,,NAD83,,,-90.0,147.066,1973.0,0,,470657,
gov:nb:CA-72-002,gov:nb,CA-72-002,,Yes,New Brunswick,45.9975822856523,-64.35569118470548,,,,,NAD83,,,-90.0,98.4504,1973.0,0,,470657,
gov:nb:CA-72-003,gov:nb,CA-72-003,,Yes,New Brunswick,45.99329643402837,-64.35366255773658,,,,,NAD83,,,-90.0,70.89648,1973.0,0,,470657,
gov:nb:CA-72-004,gov:nb,CA-72-004,,Yes,New Brunswick,45.97281839008294,-64.35865201958038,,,,,NAD83,,,-90.0,43.129200000000004,1973.0,0,,470657,
gov:nb:CA-72-006,gov:nb,CA-72-006,,Yes,New Brunswick,45.97160387989949,-64.35962828904029,,,,,NAD83,,,-90.0,67.6656,1973.0,0,,470657,
gov:nb:CA-72-007,gov:nb,CA-72-007,,Yes,New Brunswick,45.97178158874875,-64.35664008201483,,,,,NAD83,,,-87.0,58.216800000000006,1973.0,0,,470657,
gov:nb:CA-72-008,gov:nb,CA-72-008,,Yes,New Brunswick,45.98476737337548,-64.35568481679928,,,,,NAD83,,,-90.0,66.294,1973.0,0,,470657,
gov:nb:CA-72-009,gov:nb,CA-72-009,,Yes,New Brunswick,45.93584558897565,-64.4773609667349,,,,,NAD83,,,-90.0,38.922959999999996,1973.0,0,,470657,
gov:nb:CA-72-010,gov:nb,CA-72-010,,Yes,New Brunswick,45.935969156781276,-64.47520255894182,,,,,NAD83,,,-90.0,90.8304,1973.0,0,,470657,
gov:nb:CA-72-011,gov:nb,CA-72-011,,Yes,New Brunswick,45.9353033459301,-64.47622001280351,,,,,NAD83,,,-90.0,72.8472,1973.0,0,,470657,
gov:nb:CA-72-012,gov:nb,CA-72-012,,Yes,New Brunswick,45.9368215178009,-64.47404927547744,,,,,NAD83,,,-90.0,51.5112,1973.0,0,,470657,
gov:nb:CA-72-013,gov:nb,CA-72-013,,Yes,New Brunswick,45.93461921974055,-64.47267248460338,,,,,NAD83,,,-90.0,195.2244,1973.0,0,,470657,
gov:nb:CA-72-014,gov:nb,CA-72-014,,Yes,New Brunswick,45.929632327630756,-64.48524822673949,,,,,NAD83,,,-90.0,145.6944,1973.0,0,,470657,
gov:nb:CA-72-015,gov:nb,CA-72-015,,Yes,New Brunswick,45.93173606015211,-64.4624092030887,,,,,NAD83,,,-90.0,75.5904,1973.0,0,,470657,
gov:nb:CA-72-016,gov:nb,CA-72-016,,Yes,New Brunswick,45.98720162549523,-64.36070266728578,,,,,NAD83,,,-90.0,45.110400000000006,1973.0,0,,470657,
gov:nb:CA-72-017,gov:nb,CA-72-017,,Yes,New Brunswick,45.993161803327475,-64.35941326250199,,,,,NAD83,,,-90.0,48.3108,1973.0,0,,470657,
gov:nb:CA-72-018,gov:nb,CA-72-018,,Yes,New Brunswick,46.00194126009004,-64.356826271668,,,,,NAD83,,,-90.0,60.3504,1973.0,0,,470657,
gov:nb:CA-73-019,gov:nb,CA-73-019,,Yes,New Brunswick,45.93465699232757,-64.46823444078905,,,,,NAD83,,,-90.0,204.70000000000002,1974.0,0,,470658,
gov:nb:CA-73-020,gov:nb,CA-73-020,,Yes,New Brunswick,45.93091765386416,-64.47402029337476,,,,,NAD83,,,-90.0,212.0,1974.0,0,,470658,
gov:nb:CA-73-021,gov:nb,CA-73-021,,Yes,New Brunswick,45.9301311436167,-64.48039400458254,,,,,NAD83,,,-90.0,197.3,1974.0,0,,470658,
gov:nb:CA-73-022,gov:nb,CA-73-022,,Yes,New Brunswick,45.93137487635002,-64.47089550510441,,,,,NAD83,,,-90.0,252.1,1974.0,0,,470658,
gov:nb:CA-73-023,gov:nb,CA-73-023,,Yes,New Brunswick,45.931262415238635,-64.47367236879059,,,,,NAD83,,,-90.0,230.8,1974.0,0,,470658,
gov:nb:CA-73-024,gov:nb,CA-73-024,,Yes,New Brunswick,45.932935982982954,-64.47466865508255,,,,,NAD83,,,-90.0,218.6,1974.0,0,,470658,
gov:nb:CA-73-025,gov:nb,CA-73-025,,Yes,New Brunswick,45.929200942304824,-64.47615936655745,,,,,NAD83,,,-90.0,272.3,1974.0,0,,470658,
gov:nb:CA-73-026,gov:nb,CA-73-026,,Yes,New Brunswick,45.93525194852842,-64.46527199337815,,,,,NAD83,,,-90.0,179.3,1974.0,0,,470658,
gov:nb:CA-73-027,gov:nb,CA-73-027,,Yes,New Brunswick,45.932553074267126,-64.46783447494397,,,,,NAD83,,,-90.0,243.0,1974.0,0,,470658,
gov:nb:CA-73-028,gov:nb,CA-73-028,,Yes,New Brunswick,45.93287876478294,-64.47752095043526,,,,,NAD83,,,-90.0,145.4,1974.0,0,,470658,
gov:nb:CA-73-029,gov:nb,CA-73-029,,Yes,New Brunswick,45.99920743634683,-64.3483454143067,,,,,NAD83,,,-90.0,324.7,1974.0,0,,470658,
gov:nb:CA-74-030,gov:nb,CA-74-030,,Yes,New Brunswick,45.933335838508256,-64.47084942448419,,,,,NAD83,,,-90.0,225.0,1974.0,0,,470658,
gov:nb:CA-74-031,gov:nb,CA-74-031,,Yes,New Brunswick,45.92933125432143,-64.46631493508788,,,,,NAD83,,,-90.0,426.2,1974.0,0,,470658,
gov:nb:1,gov:nb,1,,Yes,New Brunswick,45.99877475593313,-64.35116427585099,,,,,NAD83,,336.0,-60.0,61.5696,1964.0,0,,470661,
gov:nb:2,gov:nb,2,,Yes,New Brunswick,45.999209832483885,-64.35180590104635,,,,,NAD83,,336.0,-60.0,62.1792,1964.0,0,,470661,
gov:nb:3,gov:nb,3,,Yes,New Brunswick,45.99954308317975,-64.35277431045908,,,,,NAD83,,336.0,-60.0,61.2648,1964.0,0,,470661,
gov:nb:4,gov:nb,4,,Yes,New Brunswick,45.999792715134774,-64.35360393885647,,,,,NAD83,,336.0,-60.0,49.3776,1964.0,0,,470661,
gov:nb:14,gov:nb,14,,Yes,New Brunswick,45.93882405287918,-64.43677735838718,,,,,NAD83,,,-90.0,90.5,1960.0,0,,470667,
gov:nb:G-001,gov:nb,G-001,,Yes,New Brunswick,45.93165556895833,-64.46193499178493,,,,,NAD83,,,-90.0,374.1,1977.0,0,,470479,
gov:nb:G-002,gov:nb,G-002,,Yes,New Brunswick,45.93424043132778,-64.46004711912907,,,,,NAD83,,,-90.0,264.3,1977.0,0,,470479,
gov:nb:G-003,gov:nb,G-003,,Yes,New Brunswick,45.936093052226745,-64.46098486216302,,,,,NAD83,,,-90.0,155.8,1977.0,0,,470479,
gov:nb:G-004,gov:nb,G-004,,Yes,New Brunswick,45.93628498480565,-64.46366050697819,,,,,NAD83,,,-90.0,105.8,1977.0,0,,470479,
gov:nb:G-005,gov:nb,G-005,,Yes,New Brunswick,45.93445422871565,-64.47048599965281,,,,,NAD83,,,-90.0,157.6,1977.0,0,,470479,
gov:nb:G-006,gov:nb,G-006,,Yes,New Brunswick,45.931476714018615,-64.47559900302329,,,,,NAD83,,,-90.0,42.4,1977.0,0,,470479,
gov:nb:G-006A,gov:nb,G-006A,,Yes,New Brunswick,45.9311232698866,-64.47495420885548,,,,,NAD83,,,-90.0,221.6,1977.0,0,,470479,
gov:nb:G-007,gov:nb,G-007,,Yes,New Brunswick,45.93063309960227,-64.47673893359489,,,,,NAD83,,,-90.0,207.9,1977.0,0,,470479,
gov:nb:G-008,gov:nb,G-008,,Yes,New Brunswick,45.92975294402372,-64.46172131552227,,,,,NAD83,,,-90.0,472.0,1977.0,0,,470479,
gov:nb:G-009,gov:nb,G-009,,Yes,New Brunswick,45.94842410010972,-64.45911147047862,,,,,NAD83,,,-90.0,71.0,1977.0,0,,470479,
gov:nb:G-010,gov:nb,G-010,,Yes,New Brunswick,45.94965624215707,-64.45706640403345,,,,,NAD83,,,-90.0,131.4,1977.0,0,,470479,
gov:nb:G-011,gov:nb,G-011,,Yes,New Brunswick,45.957113662215484,-64.4629326421377,,,,,NAD83,,,-90.0,102.7,1977.0,0,,470479,
gov:nb:G-012,gov:nb,G-012,,Yes,New Brunswick,45.958235616730526,-64.46025916227549,,,,,NAD83,,,-90.0,127.4,1977.0,0,,470479,
gov:nb:G-013,gov:nb,G-013,,Yes,New Brunswick,45.953433240073146,-64.45592061890292,,,,,NAD83,,,-90.0,84.8,1977.0,0,,470479,
gov:nb:FD11-01,gov:nb,FD11-01,,1,New Brunswick,47.6715851860891,-65.93368152947164,,,,,NAD83,,360.0,45.0,126.0,2011.0,0,,477647,
gov:nb:FD11-02,gov:nb,FD11-02,,1,New Brunswick,47.67151890305261,-65.93381100509541,,,,,NAD83,,350.0,45.0,90.0,2011.0,0,,477647,
gov:nb:FD11-03,gov:nb,FD11-03,,1,New Brunswick,47.671504471410515,-65.934023415862,,,,,NAD83,,350.0,45.0,78.0,2011.0,0,,477647,
gov:nb:FD11-04,gov:nb,FD11-04,,1,New Brunswick,47.671504471410515,-65.934023415862,,,,,NAD83,,350.0,70.0,102.0,2011.0,0,,477647,
gov:nb:FD11-05,gov:nb,FD11-05,,1,New Brunswick,47.67157778632546,-65.93432064174648,,,,,NAD83,,80.0,45.0,105.0,2011.0,0,,477647,
gov:nb:FD11-06,gov:nb,FD11-06,,1,New Brunswick,47.67124830236289,-65.93383587591849,,,,,NAD83,,20.0,45.0,105.0,2011.0,0,,477647,
gov:nb:FD11-07,gov:nb,FD11-07,,1,New Brunswick,47.67110091896338,-65.93432055382974,,,,,NAD83,,20.0,45.0,102.0,2011.0,0,,477647,
gov:nb:FH11-01,gov:nb,FH11-01,,1,New Brunswick,47.66593914980715,-65.94295636137511,,,,,NAD83,,160.0,45.0,361.5,2011.0,0,,477647,
gov:nb:FH11-02,gov:nb,FH11-02,,1,New Brunswick,47.66715960348853,-65.94098674718312,,,,,NAD83,,160.0,55.0,156.0,2011.0,0,,477647,
gov:nb:FH11-03,gov:nb,FH11-03,,1,New Brunswick,47.66623564247624,-65.94052185524345,,,,,NAD83,,160.0,45.0,260.0,2011.0,0,,477647,
gov:nb:FH11-04,gov:nb,FH11-04,,1,New Brunswick,47.66551301128255,-65.94273251078585,,,,,NAD83,,160.0,45.0,111.0,2011.0,0,,477647,
gov:nb:FH11-05,gov:nb,FH11-05,,1,New Brunswick,47.664396217207944,-65.94592010986213,,,,,NAD83,,160.0,45.0,42.0,2011.0,0,,477647,
gov:nb:FH11-06,gov:nb,FH11-06,,1,New Brunswick,47.66462002852187,-65.95051515587215,,,,,NAD83,,160.0,45.0,99.0,2011.0,0,,477647,
gov:nb:140-83-25,gov:nb,140-83-25,,1,New Brunswick,47.14449904297418,-66.22179184034366,,,,,NAD83,,,-48.0,54.9,1983.0,0,,472925,
gov:nb:G-014,gov:nb,G-014,,Yes,New Brunswick,45.95127888899204,-64.45421984131576,,,,,NAD83,,,-90.0,84.8,1977.0,0,,470479,
gov:nb:G-015,gov:nb,G-015,,Yes,New Brunswick,45.9463260892113,-64.45503503691361,,,,,NAD83,,,-90.0,17.7,1977.0,0,,470479,
gov:nb:G-028,gov:nb,G-028,,Yes,New Brunswick,45.92780289262628,-64.48002758290093,,,,,NAD83,,,-90.0,255.20000000000002,1978.0,0,,472201,
gov:nb:G-029,gov:nb,G-029,,Yes,New Brunswick,45.92845422718141,-64.48072598506234,,,,,NAD83,,,-90.0,233.8,1978.0,0,,472201,
gov:nb:G-030,gov:nb,G-030,,Yes,New Brunswick,45.9291226286896,-64.48137219738689,,,,,NAD83,,,-90.0,206.4,1978.0,0,,472201,
gov:nb:DDH-97-1,gov:nb,DDH-97-1,,Yes,New Brunswick,46.00634596220315,-64.34703428239611,,,,,NAD83,,,-90.0,156.972,1997.0,0,,474970,
gov:nb:DDH-97-2,gov:nb,DDH-97-2,,Yes,New Brunswick,46.00897198498722,-64.34219217722595,,,,,NAD83,,,-90.0,147.828,1997.0,0,,474970,
gov:nb:DDH-97-3,gov:nb,DDH-97-3,,Yes,New Brunswick,45.999018836216095,-64.35265264220318,,,,,NAD83,,,-90.0,306.9336,1997.0,0,,474970,
gov:nb:DDH-97-4,gov:nb,DDH-97-4,,Yes,New Brunswick,45.99933555509547,-64.3536991711461,,,,,NAD83,,,-90.0,98.78568,1997.0,0,,474970,
gov:nb:DDH-97-5,gov:nb,DDH-97-5,,Yes,New Brunswick,45.99793397455468,-64.35716245300802,,,,,NAD83,,,-60.0,153.924,1997.0,0,,474970,
gov:nb:DDH-97-6,gov:nb,DDH-97-6,,Yes,New Brunswick,45.99732272232367,-64.35719906609451,,,,,NAD83,,,-85.0,153.924,1997.0,0,,474970,
gov:nb:UD-001,gov:nb,UD-001,,Yes,New Brunswick,45.93611361474871,-64.52641340976528,,,,,NAD83,,340.0,-50.0,240.792,1972.0,0,,470628,
gov:nb:UD-002,gov:nb,UD-002,,Yes,New Brunswick,45.934943403174124,-64.52587475478724,,,,,NAD83,,340.0,-50.0,236.22,1972.0,0,,470628,
gov:nb:UD-003,gov:nb,UD-003,,Yes,New Brunswick,45.93378218246604,-64.52533580142654,,,,,NAD83,,340.0,-52.0,197.2056,1972.0,0,,470628,
gov:nb:UD-004,gov:nb,UD-004,,Yes,New Brunswick,45.93636898305446,-64.5240182591311,,,,,NAD83,,340.0,-45.0,131.3688,1972.0,0,,470628,
gov:nb:UD-006,gov:nb,UD-006,,Yes,New Brunswick,45.9366536955333,-64.52279572004166,,,,,NAD83,,340.0,-45.0,91.7448,1972.0,0,,470628,
gov:nb:UD-007,gov:nb,UD-007,,Yes,New Brunswick,45.93892265167515,-64.51563358597595,,,,,NAD83,,340.0,-45.0,121.92,1972.0,0,,470628,
gov:nb:UD-008,gov:nb,UD-008,,Yes,New Brunswick,45.938085143404884,-64.5150832013059,,,,,NAD83,,340.0,-45.0,212.4456,1972.0,0,,470628,
gov:nb:UD-005,gov:nb,UD-005,,Yes,New Brunswick,45.93344580870535,-64.53188650666816,,,,,NAD83,,347.0,-50.0,179.52720000000002,1972.0,0,,470628,
gov:nb:HB-87-001,gov:nb,HB-87-001,,Yes,New Brunswick,45.90200886039543,-64.64566965703251,,,,,NAD83,,,-90.0,15.5,1988.0,0,,473490,
gov:nb:HB-87-002,gov:nb,HB-87-002,,Yes,New Brunswick,45.90199406459433,-64.64641773085431,,,,,NAD83,,,-90.0,12.200000000000001,1988.0,0,,473490,
gov:nb:HB-87-003,gov:nb,HB-87-003,,Yes,New Brunswick,45.898627685145414,-64.65577138839755,,,,,NAD83,,,-90.0,15.200000000000001,1988.0,0,,473490,
gov:nb:DE-87-001,gov:nb,DE-87-001,,Yes,New Brunswick,45.86575220610746,-64.66782631334426,,,,,NAD83,,,-90.0,9.1,1988.0,0,,473491,
gov:nb:DE-87-001A,gov:nb,DE-87-001A,,Yes,New Brunswick,45.86575220610746,-64.66782631334426,,,,,NAD83,,,-90.0,21.6,1988.0,0,,473491,
gov:nb:DE-87-002,gov:nb,DE-87-002,,Yes,New Brunswick,45.86624472982462,-64.6682351134162,,,,,NAD83,,,-90.0,22.900000000000002,1988.0,0,,473491,
gov:nb:DE-87-003,gov:nb,DE-87-003,,Yes,New Brunswick,45.86686254533568,-64.66860114015448,,,,,NAD83,,,-90.0,23.8,1988.0,0,,473491,
gov:nb:DE-87-004,gov:nb,DE-87-004,,Yes,New Brunswick,45.86534311800127,-64.66756933224535,,,,,NAD83,,,-90.0,30.400000000000002,1988.0,0,,473491,
gov:nb:DE-87-005,gov:nb,DE-87-005,,Yes,New Brunswick,45.86493299117648,-64.66724798606128,,,,,NAD83,,,-90.0,30.5,1988.0,0,,473491,
gov:nb:DE-87-006,gov:nb,DE-87-006,,Yes,New Brunswick,45.86462345847309,-64.6670263643718,,,,,NAD83,,,-90.0,21.3,1988.0,0,,473491,
gov:nb:DE-87-007,gov:nb,DE-87-007,,Yes,New Brunswick,45.86277014467289,-64.67488008274519,,,,,NAD83,,,-90.0,15.200000000000001,1988.0,0,,473491,
gov:nb:DE-87-008,gov:nb,DE-87-008,,Yes,New Brunswick,45.862398909245925,-64.67473773789298,,,,,NAD83,,,-90.0,15.5,1988.0,0,,473491,
gov:nb:DE-87-009,gov:nb,DE-87-009,,Yes,New Brunswick,45.86220848432806,-64.67520768353914,,,,,NAD83,,,-90.0,15.5,1988.0,0,,473491,
gov:nb:DE-87-010,gov:nb,DE-87-010,,Yes,New Brunswick,45.862967181394374,-64.67594265211645,,,,,NAD83,,,-90.0,15.200000000000001,1988.0,0,,473491,
gov:nb:DE-87-011,gov:nb,DE-87-011,,Yes,New Brunswick,45.86327835742281,-64.67514672478573,,,,,NAD83,,,-90.0,12.200000000000001,1988.0,0,,473491,
gov:nb:DE-87-012,gov:nb,DE-87-012,,Yes,New Brunswick,45.86190041406745,-64.67507613959575,,,,,NAD83,,,-90.0,12.200000000000001,1988.0,0,,473491,
gov:nb:UD-85-001,gov:nb,UD-85-001,,Yes,New Brunswick,45.9418090816078,-64.50984171224866,,,,,NAD83,,340.0,-45.0,53.949600000000004,1986.0,0,,473280,
gov:nb:UD-85-002,gov:nb,UD-85-002,,Yes,New Brunswick,45.94134858687316,-64.50923913057771,,,,,NAD83,,340.0,-45.0,90.25128,1986.0,0,,473280,
gov:nb:UD-85-003,gov:nb,UD-85-003,,Yes,New Brunswick,45.943445977179174,-64.50004392526851,,,,,NAD83,,,,105.79608,1986.0,0,,473280,
gov:nb:C-001,gov:nb,C-001,,Yes,New Brunswick,45.857770159723984,-64.65779965298225,,,,,NAD83,,,-90.0,131.3688,1976.0,0,,470640,
gov:nb:C-002,gov:nb,C-002,,Yes,New Brunswick,45.85458136326358,-64.65427387587307,,,,,NAD83,,,-90.0,156.6672,1976.0,0,,470640,
gov:nb:DMD-90-001,gov:nb,DMD-90-001,,Yes,New Brunswick,45.86478998826081,-64.66842484560438,,,,,NAD83,,,-90.0,40.4,1990.0,0,,473910,
gov:nb:DMD-90-002,gov:nb,DMD-90-002,,Yes,New Brunswick,45.86436249846356,-64.66814271123872,,,,,NAD83,,,-90.0,26.2,1990.0,0,,473910,
gov:nb:DMD-90-003,gov:nb,DMD-90-003,,Yes,New Brunswick,45.8642579507721,-64.66947285251007,,,,,NAD83,,,-90.0,19.8,1990.0,0,,473910,
gov:nb:DMD-90-004,gov:nb,DMD-90-004,,Yes,New Brunswick,45.86515265224709,-64.66859319861985,,,,,NAD83,,,-90.0,20.400000000000002,1990.0,0,,473910,
gov:nb:DMD-90-005,gov:nb,DMD-90-005,,Yes,New Brunswick,45.86559162424197,-64.66902953060797,,,,,NAD83,,,-90.0,20.1,1990.0,0,,473910,
gov:nb:DMD-90-006,gov:nb,DMD-90-006,,Yes,New Brunswick,45.86581253219489,-64.66877750195154,,,,,NAD83,,,-90.0,25.900000000000002,1990.0,0,,473910,
gov:nb:DMD-90-007,gov:nb,DMD-90-007,,Yes,New Brunswick,45.86521089802949,-64.66941563944383,,,,,NAD83,,,-90.0,23.5,1990.0,0,,473910,
gov:nb:DMD-90-008,gov:nb,DMD-90-008,,Yes,New Brunswick,45.864816689962694,-64.6689649489704,,,,,NAD83,,,-90.0,27.3,1990.0,0,,473910,
gov:nb:J-1,gov:nb,J-1,,Yes,New Brunswick,45.84591827466328,-64.87541161032073,,,,,NAD83,,45.0,-45.0,14.020800000000001,1969.0,0,,470644,
gov:nb:J-2,gov:nb,J-2,,Yes,New Brunswick,45.8457020329146,-64.87539218931056,,,,,NAD83,,45.0,-40.0,37.7952,1969.0,0,,470644,
gov:nb:140-83-26,gov:nb,140-83-26,,1,New Brunswick,47.14938904281557,-66.22406078604452,,,,,NAD83,,,-45.0,137.20000000000002,1983.0,0,,472925,
gov:nb:Newkirk-53-1,gov:nb,Newkirk-53-1,,1,New Brunswick,47.57055479559316,-65.79945186615726,,,,,NAD83,,157.0,-45.0,122.8,1953.0,0,,470378,
gov:nb:5,gov:nb,5,,Yes,New Brunswick,45.93219151435965,-64.48444900029861,,,,,NAD83,,,-90.0,31.7,1960.0,0,,470667,
gov:nb:6,gov:nb,6,,Yes,New Brunswick,45.93222959536312,-64.48380523061658,,,,,NAD83,,,-90.0,44.2,1960.0,0,,470667,
gov:nb:7,gov:nb,7,,Yes,New Brunswick,45.932668388894776,-64.48340956912236,,,,,NAD83,,,-90.0,25.6,1960.0,0,,470667,
gov:nb:8,gov:nb,8,,Yes,New Brunswick,45.93265886224155,-64.4823652773263,,,,,NAD83,,,-90.0,44.2,1960.0,0,,470667,
