hole_uid,source_id,native_id,company,project,jurisdiction,lat,lon,easting,northing,utm_zone,utm_hemi,datum,elev_m,azimuth,dip,depth_m,year_drilled,has_assay,assay_flags,report_ref,url
gov:nb:RR-96-8,gov:nb,RR-96-8,,Yes,New Brunswick,47.27871771489301,-65.92683917318148,,,,,NAD83,,157.0,-65.0,639.22656,1996.0,0,,474880,
gov:nb:RR-96-9,gov:nb,RR-96-9,,Yes,New Brunswick,47.274082125013976,-65.92803876821041,,,,,NAD83,,157.0,-55.0,466.9536,1996.0,0,,474880,
gov:nb:RIF-95-1,gov:nb,RIF-95-1,,Yes,New Brunswick,47.2717935284076,-65.92186490331717,,,,,NAD83,,157.0,-50.0,241.0968,1995.0,0,,474880,
gov:nb:MC-96-1,gov:nb,MC-96-1,,Yes,New Brunswick,47.673743071670565,-66.98310329024497,,,,,NAD83,,297.0,-45.0,327.66,1996.0,0,,474866,
gov:nb:MC-96-2,gov:nb,MC-96-2,,Yes,New Brunswick,47.674156712346104,-66.99378695401684,,,,,NAD83,,297.0,-45.0,196.6,1996.0,0,,474866,
gov:nb:MC-96-3,gov:nb,MC-96-3,,Yes,New Brunswick,47.674120494152504,-66.98747456955317,,,,,NAD83,,297.0,-45.0,128.01,1996.0,0,,474866,
gov:nb:SB-96-20,gov:nb,SB-96-20,,Yes,New Brunswick,47.05675176570279,-67.02364812431752,,,,,NAD83,,111.0,-45.0,335.0,1996.0,0,,474874,
gov:nb:SB-96-21,gov:nb,SB-96-21,,Yes,New Brunswick,47.073597576080005,-67.0168605579886,,,,,NAD83,,115.0,-45.0,351.5,1996.0,0,,474874,
gov:nb:SB-96-22,gov:nb,SB-96-22,,Yes,New Brunswick,47.06664207375496,-67.02315063374141,,,,,NAD83,,115.0,-50.0,404.40000000000003,1996.0,0,,474874,
gov:nb:SB-96-23,gov:nb,SB-96-23,,Yes,New Brunswick,47.06976861972383,-67.03225481134776,,,,,NAD83,,135.0,-45.0,212.0,1996.0,0,,474874,
gov:nb:SB-96-24,gov:nb,SB-96-24,,Yes,New Brunswick,47.068000115480004,-67.02101952682932,,,,,NAD83,,115.0,-47.0,278.0,1996.0,0,,474874,
gov:nb:SB-96-25,gov:nb,SB-96-25,,Yes,New Brunswick,47.068000115480004,-67.02101952682932,,,,,NAD83,,115.0,-60.0,290.0,1996.0,0,,474874,
gov:nb:NB-95-1,gov:nb,NB-95-1,,Yes,New Brunswick,47.35331761233827,-65.8704841962101,,,,,NAD83,,100.0,-45.0,300.32,1995.0,0,,474868,
gov:nb:CH-96-02,gov:nb,CH-96-02,,Yes,New Brunswick,47.10496009752864,-66.22780697553283,,,,,NAD83,,157.0,-80.0,501.7,1996.0,0,,474864,
gov:nb:CH-96-01,gov:nb,CH-96-01,,Yes,New Brunswick,47.11030075970222,-66.23048099971861,,,,,NAD83,,,-90.0,500.8,1996.0,0,,474864,
gov:nb:15-133-96-7,gov:nb,15-133-96-7,,Yes,New Brunswick,47.37071648453424,-66.04990124369755,,,,,NAD83,,158.0,-45.0,127.10000000000001,1996.0,0,,474853,
gov:nb:15-133-96-8,gov:nb,15-133-96-8,,Yes,New Brunswick,47.36859098580061,-66.04691370540553,,,,,NAD83,,158.0,-45.0,206.3,1996.0,0,,474853,
gov:nb:15-133-96-9,gov:nb,15-133-96-9,,Yes,New Brunswick,47.37044187760008,-66.04410421355747,,,,,NAD83,,158.0,-50.0,404.46000000000004,1996.0,0,,474853,
gov:nb:WE-93-1,gov:nb,WE-93-1,,Yes,New Brunswick,47.392377520596945,-66.12586916627693,,,,,NAD83,,340.0,-60.0,562.63,1993.0,0,,474845,
gov:nb:WE-93-2,gov:nb,WE-93-2,,Yes,New Brunswick,47.391629978660035,-66.13115947444626,,,,,NAD83,,6.0,-55.0,673.58,1993.0,0,,474845,
gov:nb:212-1,gov:nb,212-1,,Yes,New Brunswick,47.4111754635689,-66.0987057464954,,,,,NAD83,,157.0,73.0,300.5328,1981.0,0,,472867,
gov:nb:212-2,gov:nb,212-2,,Yes,New Brunswick,47.41143796268239,-66.09918079214175,,,,,NAD83,,201.0,74.5,378.5616,1981.0,0,,472867,
gov:nb:212-3,gov:nb,212-3,,Yes,New Brunswick,47.413263906323,-66.0991802899837,,,,,NAD83,,201.0,74.5,504.1392,1981.0,0,,472867,
gov:nb:212-4,gov:nb,212-4,,Yes,New Brunswick,47.41329804561763,-66.10124721372554,,,,,NAD83,,201.0,75.5,508.1016,1981.0,0,,472867,
gov:nb:212-6,gov:nb,212-6,,Yes,New Brunswick,47.41442314328189,-66.10671162655493,,,,,NAD83,,202.0,86.0,617.8296,1981.0,0,,472867,
gov:nb:OH-37,gov:nb,OH-37,,Yes,New Brunswick,47.47104224844945,-66.19860746866627,,,,,NAD83,,270.0,-70.0,46.0248,1969.0,0,,471382,
gov:nb:OH-38,gov:nb,OH-38,,Yes,New Brunswick,47.471014918989624,-66.1984749686038,,,,,NAD83,,270.0,-70.0,54.864000000000004,1969.0,0,,471382,
gov:nb:OH-39,gov:nb,OH-39,,Yes,New Brunswick,47.47131156357888,-66.19840695715946,,,,,NAD83,,270.0,-70.0,64.61760000000001,1969.0,0,,471382,
gov:nb:OH-40,gov:nb,OH-40,,Yes,New Brunswick,47.47130222283923,-66.19827435436999,,,,,NAD83,,270.0,-70.0,62.484,1969.0,0,,471382,
gov:nb:OH-41,gov:nb,OH-41,,Yes,New Brunswick,47.47183234242011,-66.1980590923584,,,,,NAD83,,270.0,-70.0,68.2752,1969.0,0,,471382,
gov:nb:OH-42,gov:nb,OH-42,,Yes,New Brunswick,47.47017784409523,-66.1982542089649,,,,,NAD83,,270.0,-70.0,76.5048,1969.0,0,,471382,
gov:nb:OH-43,gov:nb,OH-43,,Yes,New Brunswick,47.470186214874964,-66.19801538597744,,,,,NAD83,,270.0,-70.0,76.5048,1969.0,0,,471382,
gov:nb:OH-44,gov:nb,OH-44,,Yes,New Brunswick,47.47182286257239,-66.1978734262746,,,,,NAD83,,270.0,-70.0,92.3544,1969.0,0,,471382,
gov:nb:OH-52,gov:nb,OH-52,,Yes,New Brunswick,47.47182126566671,-66.19726321264422,,,,,NAD83,,263.0,-60.0,128.01600000000002,1969.0,0,,471382,
gov:nb:OH-53,gov:nb,OH-53,,Yes,New Brunswick,47.47179271694358,-66.19666641862881,,,,,NAD83,,270.0,-60.0,199.644,1969.0,0,,471382,
gov:nb:OH-54,gov:nb,OH-54,,Yes,New Brunswick,47.47232335590919,-66.19665012314876,,,,,NAD83,,270.0,-57.0,167.94480000000001,1969.0,0,,471382,
gov:nb:OH-55,gov:nb,OH-55,,Yes,New Brunswick,47.47173707705579,-66.19602998315004,,,,,NAD83,,270.0,-60.0,244.1448,1969.0,0,,471382,
gov:nb:OH-56,gov:nb,OH-56,,Yes,New Brunswick,47.472321892089326,-66.19609296637115,,,,,NAD83,,270.0,-57.0,234.3912,1969.0,0,,471382,
gov:nb:OH-57,gov:nb,OH-57,,Yes,New Brunswick,47.47232907048878,-66.1954031017026,,,,,NAD83,,270.0,-63.0,278.892,1969.0,0,,471382,
gov:nb:OH-61,gov:nb,OH-61,,Yes,New Brunswick,47.47370480429973,-66.19523601988327,,,,,NAD83,,270.0,-67.0,361.49280000000005,1969.0,0,,471382,
gov:nb:145-1-81,gov:nb,145-1-81,,1,New Brunswick,47.464089216224735,-66.19510547527,,,,,NAD83,,270.0,-70.0,166.116,1981.0,0,,472948,
gov:nb:145-2-81,gov:nb,145-2-81,,1,New Brunswick,47.4696950463046,-66.19937122595015,,,,,NAD83,,270.0,-51.0,121.6152,1981.0,0,,472948,
gov:nb:145-3-81,gov:nb,145-3-81,,1,New Brunswick,47.4685487688494,-66.19785224877944,,,,,NAD83,,270.0,-50.0,152.0952,1981.0,0,,472948,
gov:nb:145-4-81,gov:nb,145-4-81,,1,New Brunswick,47.46851509842857,-66.19530558213077,,,,,NAD83,,270.0,-45.0,152.0952,1981.0,0,,472948,
gov:nb:145-6-83,gov:nb,145-6-83,,Yes,New Brunswick,47.47603382731506,-66.19162736533485,,,,,NAD83,,250.0,39.0,114.57432,1983.0,0,,473923,
gov:nb:145-7-83,gov:nb,145-7-83,,Yes,New Brunswick,47.47406604959715,-66.19922709535845,,,,,NAD83,,250.0,43.0,123.444,1983.0,0,,473923,
gov:nb:145-8-83,gov:nb,145-8-83,,Yes,New Brunswick,47.473926159929704,-66.19390812627014,,,,,NAD83,,250.0,72.5,426.4152,1983.0,0,,473923,
gov:nb:145-9-83,gov:nb,145-9-83,,Yes,New Brunswick,47.46694750786057,-66.19776850260148,,,,,NAD83,,250.0,40.0,92.6592,1983.0,0,,473923,
gov:nb:90-08-02,gov:nb,90-08-02,,,New Brunswick,47.014925245429886,-67.12115519676563,,,,,NAD83,,70.0,-47.0,85.7,1990.0,0,,474026,
gov:nb:90-08-03,gov:nb,90-08-03,,,New Brunswick,47.01602019024617,-67.12162820487916,,,,,NAD83,,75.0,-52.0,121.92,1990.0,0,,474026,
gov:nb:90-08-04,gov:nb,90-08-04,,,New Brunswick,47.01543478174649,-67.12175297090754,,,,,NAD83,,75.0,-60.0,345.95,1990.0,0,,474026,
gov:nb:90-08-05,gov:nb,90-08-05,,,New Brunswick,47.016557350385256,-67.12210793475029,,,,,NAD83,,75.0,-60.0,148.1,1990.0,0,,474026,
gov:nb:90-08-07,gov:nb,90-08-07,,,New Brunswick,47.01885844932535,-67.12245024451963,,,,,NAD83,,110.0,-46.0,53.34,1990.0,0,,474026,
gov:nb:90-08-08,gov:nb,90-08-08,,,New Brunswick,47.01931899087898,-67.12212672254101,,,,,NAD83,,110.0,-50.0,57.0,1990.0,0,,474026,
gov:nb:90-08-09,gov:nb,90-08-09,,,New Brunswick,47.01944271901601,-67.12253593073206,,,,,NAD83,,110.0,-60.0,122.0,1990.0,0,,474026,
gov:nb:90-08-10,gov:nb,90-08-10,,,New Brunswick,47.01552892816599,-67.12097802380582,,,,,NAD83,,75.0,-45.0,91.5,1990.0,0,,474026,
gov:nb:90-08-12,gov:nb,90-08-12,,,New Brunswick,47.0152113200054,-67.12148732675476,,,,,NAD83,,75.0,-60.0,160.1,1990.0,0,,474026,
gov:nb:90-08-13,gov:nb,90-08-13,,,New Brunswick,47.015762309978285,-67.12107279041032,,,,,NAD83,,75.0,-45.0,83.82000000000001,1990.0,0,,474026,
gov:nb:90-08-14,gov:nb,90-08-14,,,New Brunswick,47.01590488559768,-67.12132434801765,,,,,NAD83,,110.0,-45.0,106.8,1990.0,0,,474026,
gov:nb:90-08-15,gov:nb,90-08-15,,,New Brunswick,47.01590488559768,-67.12132434801765,,,,,NAD83,,110.0,-60.0,106.7,1990.0,0,,474026,
gov:nb:90-08-16,gov:nb,90-08-16,,,New Brunswick,47.015435990421565,-67.12152938186856,,,,,NAD83,,75.0,-45.0,61.0,1990.0,0,,474026,
gov:nb:90-08-17,gov:nb,90-08-17,,,New Brunswick,47.01500847616113,-67.1207352614373,,,,,NAD83,,75.0,-45.0,78.33,1990.0,0,,474026,
gov:nb:90-08-18,gov:nb,90-08-18,,,New Brunswick,47.01495852611194,-67.1216553951171,,,,,NAD83,,75.0,-49.0,151.0,1990.0,0,,474026,
gov:nb:90-08-19,gov:nb,90-08-19,,,New Brunswick,47.01759345085362,-67.12181738422939,,,,,NAD83,,110.0,-45.0,91.8,1990.0,0,,474026,
gov:nb:91-08-01D,gov:nb,91-08-01D,,,New Brunswick,47.01569141254243,-67.12087467412448,,,,,NAD83,,110.0,-45.0,47.9,1991.0,0,,474026,
gov:nb:91-08-02D,gov:nb,91-08-02D,,,New Brunswick,47.01560117501972,-67.12092624520724,,,,,NAD83,,110.0,-45.0,129.6,1991.0,0,,474026,
gov:nb:91-08-03D,gov:nb,91-08-03D,,,New Brunswick,47.01552892816599,-67.12097802380582,,,,,NAD83,,110.0,-45.0,47.24,1991.0,0,,474026,
gov:nb:91-08-04D,gov:nb,91-08-04D,,,New Brunswick,47.01542077092777,-67.12101623456168,,,,,NAD83,,110.0,-45.0,38.1,1991.0,0,,474026,
gov:nb:91-08-05D,gov:nb,91-08-05D,,,New Brunswick,47.0153304623029,-67.12108095742137,,,,,NAD83,,110.0,-45.0,153.92000000000002,1991.0,0,,474026,
gov:nb:91-08-06D,gov:nb,91-08-06D,,,New Brunswick,47.01537479966724,-67.12119984726948,,,,,NAD83,,110.0,-45.0,34.44,1991.0,0,,474026,
gov:nb:91-08-07D,gov:nb,91-08-07D,,,New Brunswick,47.01532061443479,-67.12123868079308,,,,,NAD83,,110.0,-45.0,50.9,1991.0,0,,474026,
gov:nb:91-08-08D,gov:nb,91-08-08D,,,New Brunswick,47.01546503731622,-67.12114827686139,,,,,NAD83,,110.0,-45.0,48.5,1991.0,0,,474026,
gov:nb:91-08-09D,gov:nb,91-08-09D,,,New Brunswick,47.01554627959375,-67.12109660241693,,,,,NAD83,,110.0,-45.0,52.43,1991.0,0,,474026,
gov:nb:91-08-11D,gov:nb,91-08-11D,,,New Brunswick,47.01572668374271,-67.12100661312452,,,,,NAD83,,110.0,-45.0,72.85000000000001,1991.0,0,,474026,
gov:nb:91-08-12D,gov:nb,91-08-12D,,,New Brunswick,47.015656141190036,-67.1207427352968,,,,,NAD83,,110.0,-45.0,35.1,1991.0,0,,474026,
gov:nb:91-08-13D,gov:nb,91-08-13D,,,New Brunswick,47.015547984032125,-67.12078094661523,,,,,NAD83,,110.0,-45.0,51.51,1991.0,0,,474026,
gov:nb:91-08-14D,gov:nb,91-08-14D,,,New Brunswick,47.0154757372425,-67.12083272535843,,,,,NAD83,,110.0,-45.0,30.5,1991.0,0,,474026,
gov:nb:91-08-15D,gov:nb,91-08-15D,,,New Brunswick,47.01538542872127,-67.12089744859237,,,,,NAD83,,110.0,-45.0,25.6,1991.0,0,,474026,
gov:nb:91-08-16D,gov:nb,91-08-16D,,,New Brunswick,47.01540107515196,-67.12133168180026,,,,,NAD83,,110.0,-45.0,119.8,1991.0,0,,474026,
gov:nb:91-08-17D,gov:nb,91-08-17D,,,New Brunswick,47.01550030820552,-67.12128021548322,,,,,NAD83,,110.0,-45.0,68.3,1991.0,0,,474026,
gov:nb:91-08-18D,gov:nb,91-08-18D,,,New Brunswick,47.01567171715236,-67.12119012300346,,,,,NAD83,,110.0,-45.0,66.8,1991.0,0,,474026,
gov:nb:91-08-20D,gov:nb,91-08-20D,,,New Brunswick,47.015581550541214,-67.1212285412047,,,,,NAD83,,110.0,-45.0,62.5,1991.0,0,,474026,
gov:nb:91-08-21D,gov:nb,91-08-21D,,,New Brunswick,47.01562581668273,-67.1213605840732,,,,,NAD83,,110.0,-45.0,68.3,1991.0,0,,474026,
gov:nb:91-08-22D,gov:nb,91-08-22D,,,New Brunswick,47.01570705905195,-67.12130890979667,,,,,NAD83,,110.0,-45.0,81.4,1991.0,0,,474026,
gov:nb:91-08-24D,gov:nb,91-08-24D,,,New Brunswick,47.01553550786955,-67.12142530659874,,,,,NAD83,,110.0,-45.0,75.60000000000001,1991.0,0,,474026,
gov:nb:91-08-25D,gov:nb,91-08-25D,,,New Brunswick,47.01572256169741,-67.12176945044592,,,,,NAD83,,110.0,-45.0,114.3,1991.0,0,,474026,
gov:nb:SB-95-01,gov:nb,SB-95-01,,1,New Brunswick,47.064806424673435,-67.02367950529343,,,,,NAD83,,112.0,-45.0,230.15,1995.0,0,,474709,
gov:nb:SB-95-04,gov:nb,SB-95-04,,1,New Brunswick,47.05864803203744,-67.02663302930058,,,,,NAD83,,112.0,-45.0,111.25,1995.0,0,,474709,
gov:nb:SB-95-05,gov:nb,SB-95-05,,1,New Brunswick,47.061940333034805,-67.0270777436443,,,,,NAD83,,112.0,-45.0,489.2,1995.0,0,,474709,
gov:nb:SB-96-07,gov:nb,SB-96-07,,1,New Brunswick,47.06173636222133,-67.04403411310193,,,,,NAD83,,112.0,-45.0,181.20000000000002,1996.0,0,,474709,
gov:nb:SB-96-08,gov:nb,SB-96-08,,1,New Brunswick,47.062858137264996,-67.01769363225476,,,,,NAD83,,112.0,-45.0,199.64000000000001,1996.0,0,,474709,
gov:nb:BR-2,gov:nb,BR-2,,Yes,New Brunswick,47.45778806345295,-65.69048251455618,,,,,NAD83,,70.0,-45.0,127.10000000000001,1988.0,0,,473587,
gov:nb:BR-3,gov:nb,BR-3,,Yes,New Brunswick,47.45986472894561,-65.69031825138573,,,,,NAD83,,250.0,-40.0,175.87,1988.0,0,,473587,
gov:nb:C-1,gov:nb,C-1,,Yes,New Brunswick,47.45668727237891,-65.69902692204487,,,,,NAD83,,246.0,-45.0,243.8281,1953.0,0,,471054,
gov:nb:C-2,gov:nb,C-2,,Yes,New Brunswick,47.45820182073221,-65.69822160029531,,,,,NAD83,,56.0,-45.0,172.2036,1953.0,0,,471054,
gov:nb:C-3,gov:nb,C-3,,Yes,New Brunswick,47.457743606360005,-65.69959455369461,,,,,NAD83,,246.0,-45.0,305.8519,1953.0,0,,471054,
gov:nb:KA921,gov:nb,KA921,,Yes,New Brunswick,47.44127383053579,-65.6995773278862,,,,,NAD83,,241.0,-73.0,780.288,1992.0,0,,474256,
gov:nb:KA9210,gov:nb,KA9210,,Yes,New Brunswick,47.433413977666795,-65.70242645716344,,,,,NAD83,,89.0,-70.0,949.45,1992.0,0,,474256,
gov:nb:KA9211,gov:nb,KA9211,,Yes,New Brunswick,47.44621203623173,-65.68542122107641,,,,,NAD83,,91.0,-53.0,266.39,1992.0,0,,474256,
gov:nb:KA9212,gov:nb,KA9212,,Yes,New Brunswick,47.44806494085003,-65.68032745890497,,,,,NAD83,,91.0,-50.0,221.28,1992.0,0,,474256,
gov:nb:KA9213,gov:nb,KA9213,,Yes,New Brunswick,47.45023647551331,-65.6745388400849,,,,,NAD83,,91.0,-50.0,169.46,1992.0,0,,474256,
gov:nb:KA9214,gov:nb,KA9214,,Yes,New Brunswick,47.45355342448524,-65.68182094241146,,,,,NAD83,,91.0,-45.0,145.08,1992.0,0,,474256,
gov:nb:KA9215,gov:nb,KA9215,,Yes,New Brunswick,47.4472267683476,-65.6902985830465,,,,,NAD83,,91.0,-51.0,95.09,1992.0,0,,474256,
gov:nb:KA922,gov:nb,KA922,,Yes,New Brunswick,47.43927061548367,-65.69736689302331,,,,,NAD83,,268.0,-65.0,1240.536,1992.0,0,,474256,
gov:nb:KA923,gov:nb,KA923,,Yes,New Brunswick,47.43582743506741,-65.6924739748492,,,,,NAD83,,272.0,-69.0,859.53,1992.0,0,,474256,
gov:nb:KA924,gov:nb,KA924,,Yes,New Brunswick,47.42736542419267,-65.69537273237952,,,,,NAD83,,87.0,-69.0,961.64,1992.0,0,,474256,
gov:nb:KA925,gov:nb,KA925,,Yes,New Brunswick,47.43776921478257,-65.70659029231183,,,,,NAD83,,91.0,-53.0,570.28,1992.0,0,,474256,
gov:nb:KA926,gov:nb,KA926,,Yes,New Brunswick,47.438890668720425,-65.69318315291873,,,,,NAD83,,91.0,-50.0,212.14000000000001,1992.0,0,,474256,
gov:nb:KA927,gov:nb,KA927,,Yes,New Brunswick,47.43501400959422,-65.68296789124008,,,,,NAD83,,91.0,-50.0,226.16,1992.0,0,,474256,
gov:nb:KA929,gov:nb,KA929,,Yes,New Brunswick,47.44031753780332,-65.68502097094807,,,,,NAD83,,91.0,-50.0,209.09,1992.0,0,,474256,
gov:nb:KA9310A,gov:nb,KA9310A,,Rio,New Brunswick,47.433413977666795,-65.70242645716344,,,,,NAD83,,60.0,-70.0,361.8,1993.0,0,,474379,
gov:nb:KE-1,gov:nb,KE-1,,Yes,New Brunswick,47.443583381965105,-65.68384389524329,,,,,NAD83,,245.0,-45.0,91.44,1976.0,0,,470416,
gov:nb:KE10,gov:nb,KE10,,No,New Brunswick,47.444027939621776,-65.67930244943982,,,,,NAD83,,248.0,-45.0,121.92,1990.0,0,,473953,
gov:nb:KE11,gov:nb,KE11,,No,New Brunswick,47.4469319256143,-65.68546323014013,,,,,NAD83,,248.0,-45.0,121.92,1990.0,0,,473953,
gov:nb:KE12,gov:nb,KE12,,No,New Brunswick,47.452604042633745,-65.67354726176544,,,,,NAD83,,203.0,-45.0,152.4,1990.0,0,,473953,
gov:nb:KE-2,gov:nb,KE-2,,Yes,New Brunswick,47.43635717217151,-65.68083935793463,,,,,NAD83,,245.0,-45.0,107.89920000000001,1976.0,0,,470416,
gov:nb:KE-3,gov:nb,KE-3,,Yes,New Brunswick,47.429665995532005,-65.68735809651236,,,,,NAD83,,246.0,45.0,153.3144,1981.0,0,,472792,
gov:nb:KE-4,gov:nb,KE-4,,Yes,New Brunswick,47.435021397272905,-65.69040488544523,,,,,NAD83,,246.0,45.0,152.4,1981.0,0,,472792,
gov:nb:KE-5,gov:nb,KE-5,,Yes,New Brunswick,47.43669770472289,-65.70250978063696,,,,,NAD83,,246.0,45.0,91.44,1981.0,0,,472792,
gov:nb:SB-96-10,gov:nb,SB-96-10,,1,New Brunswick,47.06123018557985,-67.02503650311698,,,,,NAD83,,112.0,-45.0,190.65,1996.0,0,,474709,
gov:nb:SB-96-12,gov:nb,SB-96-12,,1,New Brunswick,47.0597331727089,-67.02172063246074,,,,,NAD83,,292.0,-50.0,486.16,1996.0,0,,474709,
gov:nb:SB-96-16,gov:nb,SB-96-16,,1,New Brunswick,47.061235883296646,-67.02275795657764,,,,,NAD83,,292.0,-50.0,412.39,1996.0,0,,474709,
gov:nb:SB-96-17,gov:nb,SB-96-17,,1,New Brunswick,47.061235883296646,-67.02275795657764,,,,,NAD83,,292.0,-70.0,403.86,1996.0,0,,474709,
gov:nb:SB-96-27,gov:nb,SB-96-27,,1,New Brunswick,47.067690918162185,-67.0156309087729,,,,,NAD83,,114.0,-45.0,150.0,1996.0,0,,UNFILED,
gov:nb:SB-96-28,gov:nb,SB-96-28,,1,New Brunswick,47.07077262316656,-67.01742639672938,,,,,NAD83,,134.0,-45.0,383.0,1996.0,0,,UNFILED,
gov:nb:SB-96-29,gov:nb,SB-96-29,,1,New Brunswick,47.069981585536645,-67.01799572815597,,,,,NAD83,,114.0,-45.0,383.0,1996.0,0,,UNFILED,
gov:nb:SB-96-32,gov:nb,SB-96-32,,1,New Brunswick,47.06906691629702,-67.01506625426607,,,,,NAD83,,110.0,-45.0,120.0,1996.0,0,,UNFILED,
gov:nb:SB-96-33,gov:nb,SB-96-33,,1,New Brunswick,47.074371264848715,-67.00958704822,,,,,NAD83,,110.0,-45.0,236.0,1996.0,0,,UNFILED,
gov:nb:CM-77-1,gov:nb,CM-77-1,,1,New Brunswick,47.34748989694884,-66.01006821699906,,,,,NAD83,,360.0,-45.0,36.9,1977.0,0,,472146,
gov:nb:JD 1-86,gov:nb,JD 1-86,,Yes,New Brunswick,47.34611786490145,-66.01076280010116,,,,,NAD83,,45.0,-60.0,132.9,1986.0,0,,473316,
gov:nb:JD 2-86,gov:nb,JD 2-86,,Yes,New Brunswick,47.34645240616873,-66.01117000219162,,,,,NAD83,,45.0,-60.0,127.71000000000001,1986.0,0,,473316,
gov:nb:TBD-96-17,gov:nb,TBD-96-17,,1,New Brunswick,47.34428567064428,-66.01568944520739,,,,,NAD83,,45.0,-79.0,440.40000000000003,1996.0,0,,474788,
gov:nb:TBD-96-18,gov:nb,TBD-96-18,,1,New Brunswick,47.343571477752405,-66.0148357314117,,,,,NAD83,,43.0,-80.0,480.67,1996.0,0,,474788,
gov:nb:TBD-96-19,gov:nb,TBD-96-19,,1,New Brunswick,47.34360739923272,-66.01696605887726,,,,,NAD83,,45.0,-80.0,514.8,1966.0,0,,474788,
gov:nb:TBD-96-20,gov:nb,TBD-96-20,,1,New Brunswick,47.345384797992494,-66.01610295855046,,,,,NAD83,,45.0,-80.0,553.21,1996.0,0,,474788,
gov:nb:TBD-96-21,gov:nb,TBD-96-21,,1,New Brunswick,47.34624931132557,-66.01849056197865,,,,,NAD83,,45.0,-80.0,446.23,1996.0,0,,474788,
gov:nb:TBD-96-22,gov:nb,TBD-96-22,,1,New Brunswick,47.344245466764065,-66.01468402363096,,,,,NAD83,,45.0,-80.0,453.24,1996.0,0,,474788,
gov:nb:TBD-96-23,gov:nb,TBD-96-23,,1,New Brunswick,47.34624782630517,-66.01384525421842,,,,,NAD83,,45.0,-70.0,260.0,1996.0,0,,474788,
gov:nb:TBD-96-24,gov:nb,TBD-96-24,,1,New Brunswick,47.34408547720867,-66.01300476228334,,,,,NAD83,,360.0,-80.0,395.33,1996.0,0,,474788,
gov:nb:TBD-96-25,gov:nb,TBD-96-25,,1,New Brunswick,47.34554468013942,-66.01348110416936,,,,,NAD83,,45.0,-70.0,427.94,1996.0,0,,474788,
gov:nb:TBD-96-26,gov:nb,TBD-96-26,,1,New Brunswick,47.344733459933735,-66.01522218186776,,,,,NAD83,,45.0,-80.0,410.87,1996.0,0,,474788,
gov:nb:TBD95-1,gov:nb,TBD95-1,,Yes,New Brunswick,47.34815598307437,-66.01200142133933,,,,,NAD83,,42.0,-45.0,130.0,1995.0,0,,474623,
gov:nb:TBD95-10,gov:nb,TBD95-10,,1,New Brunswick,47.347693123190304,-66.01315709423487,,,,,NAD83,,45.0,-70.0,101.8,1995.0,0,,474788,
gov:nb:TBD95-11,gov:nb,TBD95-11,,1,New Brunswick,47.347521219319034,-66.01292043681553,,,,,NAD83,,45.0,-70.0,111.56,1995.0,0,,474788,
gov:nb:TBD95-12,gov:nb,TBD95-12,,1,New Brunswick,47.34719969998584,-66.01346600010056,,,,,NAD83,,45.0,-70.0,135.94,1995.0,0,,474788,
gov:nb:TBD95-13,gov:nb,TBD95-13,,1,New Brunswick,47.34862862447657,-66.01316178572867,,,,,NAD83,,45.0,-45.0,101.8,1995.0,0,,474788,
gov:nb:TBD95-14,gov:nb,TBD95-14,,1,New Brunswick,47.349159979602156,-66.01331575609704,,,,,NAD83,,45.0,-45.0,101.8,1995.0,0,,474788,
gov:nb:TBD95-15,gov:nb,TBD95-15,,1,New Brunswick,47.348300848862415,-66.01222509096405,,,,,NAD83,,45.0,-45.0,98.76,1995.0,0,,474788,
gov:nb:TBD95-16,gov:nb,TBD95-16,,1,New Brunswick,47.34539500392849,-66.01425006081769,,,,,NAD83,,45.0,-70.0,320.65000000000003,1995.0,0,,474788,
gov:nb:TBD95-2,gov:nb,TBD95-2,,Yes,New Brunswick,47.34794988903718,-66.0121885973872,,,,,NAD83,,42.0,45.0,70.10000000000001,1995.0,0,,474623,
gov:nb:TBD95-3,gov:nb,TBD95-3,,Yes,New Brunswick,47.34782513808373,-66.01246767241328,,,,,NAD83,,42.0,45.0,138.0,1995.0,0,,474623,
gov:nb:TBD95-4,gov:nb,TBD95-4,,Yes,New Brunswick,47.34782513808373,-66.01246767241328,,,,,NAD83,,42.0,70.0,163.4,1995.0,0,,474623,
gov:nb:TBD95-5,gov:nb,TBD95-5,,Yes,New Brunswick,47.34814000735847,-66.01247802777712,,,,,NAD83,,42.0,45.0,141.1,1995.0,0,,474623,
gov:nb:TBD95-6,gov:nb,TBD95-6,,Yes,New Brunswick,47.34832984556079,-66.01270128752445,,,,,NAD83,,42.0,45.0,121.9,1995.0,0,,474623,
gov:nb:TBD95-7,gov:nb,TBD95-7,,Yes,New Brunswick,47.347814185722264,-66.01200455022231,,,,,NAD83,,42.0,45.0,123.10000000000001,1995.0,0,,474623,
gov:nb:TBD95-8,gov:nb,TBD95-8,,1,New Brunswick,47.34799709874711,-66.01271756417292,,,,,NAD83,,50.0,-45.0,116.4,1995.0,0,,474788,
gov:nb:TBD95-9,gov:nb,TBD95-9,,1,New Brunswick,47.34799709874711,-66.01271756417292,,,,,NAD83,,50.0,-70.0,124.36,1995.0,0,,474788,
gov:nb:H-71-1,gov:nb,H-71-1,,Yes,New Brunswick,47.87634383221161,-65.86870976324865,,,,,NAD83,,,90.0,82.6008,1971.0,0,,472037,
